donorID,proba_donation
123975,0.974236823
118927,0.974187747
136354,0.974185951
111103,0.974151718
122757,0.973995162
115842,0.973867086
129600,0.973831978
126460,0.973795932
100530,0.973608961
102577,0.973463582
113671,0.973444487
141270,0.973357538
103892,0.973339942
106049,0.973310639
128771,0.973188059
110838,0.973010626
121941,0.972935845
114372,0.972905681
114163,0.972632113
100784,0.972601822
140774,0.972504395
135766,0.972483256
110740,0.972390563
144288,0.972382054
130715,0.972274842
126392,0.972269584
134723,0.972163854
117384,0.972107448
128668,0.972041064
135866,0.972004746
112779,0.971968308
121011,0.971773796
105899,0.971722307
140945,0.971658365
107485,0.9716177
139180,0.971551352
105768,0.971513539
108311,0.971498256
103055,0.971479069
104783,0.971467941
108929,0.971418583
107006,0.971363774
112527,0.971321668
103729,0.971316983
141323,0.971265173
110929,0.971065832
102439,0.971020049
138653,0.970927833
124711,0.970917798
121646,0.97090368
142887,0.970877345
116913,0.970773552
116646,0.970765092
142276,0.970723127
142177,0.970711467
136474,0.970709325
141310,0.97070255
104988,0.970681524
121903,0.970573052
128168,0.970543581
111778,0.970525389
113289,0.970505668
117167,0.97045861
123868,0.970384324
126129,0.970361427
127157,0.970340379
127084,0.970294534
131574,0.970204245
119187,0.970050742
102886,0.969966209
117195,0.969849387
140109,0.9698396
137136,0.969811233
137261,0.969762865
109677,0.969328041
111898,0.969306
143733,0.969210234
111861,0.969059895
135576,0.969043304
129512,0.969026578
103454,0.968912503
126049,0.968746078
133656,0.96873722
108748,0.968555323
122854,0.968537421
139163,0.968503026
110465,0.968456267
127566,0.96843605
137521,0.96841628
138711,0.968295896
129826,0.968215886
126352,0.968212555
103320,0.968045499
122739,0.967907161
124378,0.967873847
128526,0.967803849
124634,0.967761324
106914,0.96770112
143393,0.967602769
143793,0.967555962
134334,0.967552879
100974,0.967487342
101347,0.967417718
125148,0.967381096
135939,0.967335427
132144,0.967286747
143310,0.967157453
104236,0.967104828
142616,0.967091714
109162,0.967085768
117591,0.966989986
127733,0.966954657
136426,0.966909752
129333,0.966761418
127560,0.966756277
127968,0.966581147
119100,0.966431556
129568,0.966244323
135925,0.966140551
123014,0.96612617
100997,0.965937655
131713,0.965907834
103305,0.965895303
140885,0.965894893
115749,0.965746791
129977,0.965693216
106729,0.965548152
102782,0.965517838
116874,0.965167374
126703,0.96510863
132019,0.964972622
108087,0.964931447
120931,0.964823638
133594,0.964735899
108122,0.964731529
144185,0.964656025
111442,0.96445393
116624,0.964422414
110093,0.964388346
124103,0.964342952
106831,0.964181965
132266,0.9641127
100827,0.964083673
123822,0.964057113
132102,0.963960234
113947,0.963950016
141213,0.963870931
143886,0.9638661
130262,0.963792384
120720,0.963558253
128158,0.963514774
102538,0.96333691
114260,0.963331464
140735,0.963225386
138486,0.963174544
112946,0.963144486
124572,0.963106776
114048,0.963093944
116131,0.962927297
115695,0.96290655
144358,0.962865271
106838,0.962793651
103962,0.962696172
136543,0.962437428
110563,0.962413118
125342,0.962342319
137166,0.962311515
131918,0.96217577
138832,0.96208677
108340,0.96200568
107653,0.96200523
140138,0.961952655
134409,0.961915946
139227,0.961767498
130644,0.961764789
142116,0.961707568
122420,0.961633991
133604,0.961607023
105454,0.961587593
121025,0.961477791
143306,0.961445212
123688,0.961437629
110481,0.961264151
108054,0.961192313
104232,0.961079975
109947,0.960879155
101633,0.960822174
131684,0.960798039
120631,0.960757338
132323,0.960753191
139708,0.960719564
113835,0.960687994
102785,0.960638704
103660,0.960579893
136971,0.960555783
113677,0.960417774
110416,0.960314274
105023,0.960176872
144290,0.96007637
143630,0.960052918
118093,0.960009889
102662,0.959997265
133472,0.959952459
127929,0.959836549
142146,0.959771623
108997,0.959711566
124417,0.959704234
140652,0.959683873
132700,0.959663522
133398,0.959550532
132166,0.959441947
134763,0.959236529
130759,0.959160188
111373,0.9590807
133721,0.95902678
113711,0.958989483
125085,0.958975137
114986,0.958931492
141240,0.958686025
136255,0.958685015
131807,0.958658143
141482,0.958588742
111290,0.958579637
114288,0.958507545
141937,0.958488649
140683,0.958451597
123429,0.958166266
100171,0.958066544
143347,0.958059494
113267,0.958036935
136801,0.958036733
122940,0.957978606
140331,0.95789301
135371,0.957888857
107163,0.957876369
141672,0.957821264
103732,0.957735802
122059,0.9576564
104417,0.957595829
110990,0.957359377
124589,0.957231878
140215,0.957160484
142356,0.957092992
107098,0.957018163
139506,0.956852287
115040,0.956766609
114466,0.956756405
106811,0.956648692
122042,0.956613661
112482,0.956550317
132180,0.956438322
131599,0.956418132
141318,0.956402312
140749,0.956267027
133461,0.956248915
142836,0.956216723
139239,0.956210717
127712,0.956178133
112506,0.956084144
127358,0.956005128
102560,0.955980593
137223,0.955925804
105811,0.955897285
125991,0.955825082
116918,0.95579221
106803,0.9556745
119439,0.95551358
112981,0.955474861
124889,0.955374148
135058,0.955345883
126174,0.955276317
118356,0.955266081
129994,0.955226886
107641,0.955003579
139582,0.954644221
117748,0.954607829
118492,0.954589121
129216,0.954574628
124742,0.954550693
120314,0.954549917
125505,0.95444892
104658,0.954405609
114865,0.954342542
121779,0.954153064
113019,0.954120742
144484,0.954106839
136489,0.953972566
117022,0.95384047
121869,0.953813792
102075,0.953704605
114108,0.953676446
144566,0.953674667
129416,0.95364303
142976,0.953569749
140706,0.953378617
138567,0.953362058
103369,0.953171803
108539,0.953147013
106609,0.953067248
139548,0.953044566
114711,0.95284021
131383,0.952683875
122512,0.952675649
106991,0.952559224
100803,0.952526359
140008,0.952336257
104883,0.952302111
140689,0.952272595
122938,0.952202069
112401,0.951949029
109936,0.951920348
116499,0.951704857
129353,0.95170206
122548,0.951666001
101920,0.951622171
103304,0.951484085
133039,0.951453135
140870,0.951395667
108564,0.951322976
122226,0.95091555
121144,0.950892557
117767,0.950844882
140338,0.950829443
126101,0.950674249
123013,0.95060273
142600,0.950476542
136049,0.950430401
141249,0.950244445
126716,0.950242304
140289,0.949903446
102087,0.949825905
133988,0.949824038
113681,0.949631653
102188,0.949624379
144474,0.949622532
132828,0.949558537
110781,0.949478495
105726,0.949062829
106145,0.949041475
134870,0.94903226
133719,0.94899666
114392,0.948960153
133089,0.948926111
104615,0.948871325
117437,0.948864272
134570,0.948847921
132726,0.948822813
133235,0.948806859
109655,0.948778746
113209,0.948325623
120271,0.948214355
120364,0.94813965
102155,0.948086025
107679,0.948013931
125855,0.948004646
119842,0.947871693
142722,0.947728799
144202,0.947527488
116851,0.947503355
131008,0.947286642
122685,0.947279478
126691,0.947168484
101884,0.9470152
130663,0.946955878
142886,0.946929578
127857,0.946868768
117034,0.946831389
110473,0.946822867
119592,0.94679495
117719,0.946788762
139675,0.946666399
106584,0.946654856
127950,0.946628712
138871,0.946599817
135889,0.946106968
109149,0.946094684
141788,0.946084515
129427,0.94601805
100430,0.945977707
131773,0.945776598
143676,0.945497798
109723,0.945334682
125864,0.945227642
113047,0.94516802
117903,0.945129686
108085,0.945119512
109282,0.945026255
122235,0.944900223
108946,0.94485022
107895,0.944819374
126292,0.944810222
108750,0.94479727
143353,0.944796052
102227,0.944758122
115703,0.944672491
126794,0.944598021
107851,0.944357672
126647,0.944302483
131653,0.944108703
120134,0.944088225
111655,0.944049208
140629,0.943967073
134900,0.943906475
105393,0.943890783
138556,0.943829282
119951,0.943795307
142503,0.943586533
134685,0.943429534
120823,0.943319802
144503,0.943260725
120913,0.943068344
115427,0.943065499
113764,0.942987208
119024,0.942956285
114079,0.942799296
136456,0.942676855
143218,0.942541781
140951,0.942459089
113326,0.942441723
139639,0.942178844
136123,0.942072382
126494,0.941992702
100575,0.941580442
143278,0.941550193
102094,0.941532961
133863,0.941496563
115499,0.941384287
103795,0.941129461
137219,0.940851833
118316,0.940842093
103719,0.940651438
125004,0.940522729
133074,0.94048044
108708,0.940444329
115059,0.940356232
136403,0.940207681
144169,0.939948407
120399,0.9398055
100733,0.93958775
140316,0.93949084
130879,0.939389217
115149,0.939357044
111535,0.939298916
102470,0.939169795
112337,0.939099658
116445,0.938993058
132109,0.938815339
141080,0.938749117
123357,0.938720737
130107,0.938422199
117280,0.938405905
126145,0.938369813
130982,0.938324704
131111,0.938228073
113961,0.938088141
134406,0.93792908
133110,0.937864889
131998,0.937731137
103477,0.937624077
121777,0.937508331
136953,0.937362114
135109,0.937354433
110604,0.937232425
109403,0.937207857
111185,0.937123589
137346,0.937111608
108516,0.937030542
100901,0.937005
139587,0.936688463
115445,0.936562994
132116,0.936556431
115032,0.936464522
137684,0.936341058
101240,0.936178162
107544,0.936087521
106240,0.9358425
115413,0.935775848
100067,0.93556801
140102,0.93553824
138726,0.93553748
106953,0.935309857
131498,0.935209709
100623,0.934889998
107980,0.93479159
140625,0.93472465
126869,0.934653608
133928,0.934516086
111173,0.934257937
101888,0.93379725
105845,0.933652764
112358,0.933631087
107048,0.933542807
139799,0.933447023
103610,0.933443858
124480,0.933395477
136896,0.933342796
124355,0.933025658
115037,0.933001726
125496,0.932999357
122258,0.932977671
136312,0.932931629
141796,0.932907427
101997,0.9328167
112189,0.932752075
128981,0.932733019
124139,0.932570851
133457,0.932451529
128959,0.932410518
105405,0.932295927
127921,0.93224152
128280,0.932025301
135366,0.931734301
112489,0.931724557
129246,0.931694275
122784,0.931555027
104667,0.931310121
116292,0.931301473
116531,0.931120406
121625,0.93109645
127443,0.930983876
107656,0.930827499
109451,0.930792494
106810,0.930704025
112209,0.930650316
115667,0.930358637
127247,0.930076832
133735,0.930066269
141086,0.92991976
121263,0.929871579
108732,0.929858641
111999,0.929662834
107141,0.929653286
101761,0.929594997
138199,0.929543599
130018,0.929486026
116402,0.929478945
142333,0.929426995
106091,0.929358053
100547,0.929336465
106702,0.929288722
112307,0.929202702
118428,0.929198145
102516,0.929153583
101239,0.929019364
118869,0.929016578
139743,0.928625012
141740,0.928409228
105154,0.928026149
137929,0.927868223
132952,0.927750904
115185,0.927750599
138068,0.9277089
136261,0.92766702
135253,0.927591189
113823,0.927567023
135125,0.92745228
143735,0.927404997
126986,0.927318002
110713,0.927311382
107812,0.92728552
100688,0.927143876
121427,0.927093696
105272,0.926904008
118174,0.926635916
127776,0.926242002
102523,0.926224443
142416,0.926094843
137072,0.926032386
140479,0.926004625
106808,0.925956253
103357,0.925925794
144619,0.925580265
140045,0.925467392
116188,0.92545759
132696,0.92537281
143737,0.925298924
142003,0.925246503
102049,0.925137387
112724,0.925128143
132068,0.925049151
114500,0.925003721
128290,0.924987549
100920,0.92487476
130198,0.924703697
124308,0.924572148
126098,0.924552275
126173,0.924492051
111467,0.924268459
112771,0.924161477
123440,0.923652558
132426,0.923503201
136777,0.923393627
107893,0.923274233
114694,0.923070824
120860,0.922868892
130003,0.922842652
144024,0.922707661
133730,0.922694622
128878,0.922677538
117151,0.922356759
126544,0.92221538
141664,0.922206698
118850,0.92195519
122239,0.921650402
117099,0.921459359
137744,0.921449517
132608,0.921412502
100864,0.92136386
135896,0.92102133
126982,0.921000371
132143,0.920935494
130378,0.920886395
119013,0.920824652
116151,0.920807611
126557,0.920406651
136479,0.920334489
121394,0.920331163
143193,0.920304997
123558,0.92008576
131818,0.92006115
138825,0.919947351
127569,0.919863133
127175,0.919834487
118465,0.919586089
121326,0.91955674
127771,0.919501284
127768,0.919031219
113498,0.919001179
101883,0.918908101
113782,0.91884996
134938,0.918769725
109707,0.918688872
107726,0.918610151
112666,0.918554467
112363,0.918513475
128660,0.918359648
125269,0.918258818
109306,0.918194172
126177,0.918111137
106355,0.918102257
106822,0.917929188
124393,0.917896021
125484,0.917525146
141274,0.917495682
143160,0.917478729
118760,0.917427257
123767,0.91728882
119042,0.917035926
133722,0.916969368
111114,0.916891902
113027,0.916710189
107702,0.916626048
129613,0.916566362
120948,0.916287779
143314,0.916145416
124084,0.915915154
118207,0.9156722
127288,0.915605501
120669,0.915444679
115319,0.915213662
102700,0.915023813
114678,0.914928631
133651,0.91473832
125685,0.91463518
100301,0.914398082
133804,0.914119251
111551,0.914082956
120650,0.914047637
130080,0.913724446
127316,0.913719909
130948,0.913603338
140459,0.913542206
133874,0.913419419
127699,0.91341659
119537,0.913327515
113806,0.913156516
109499,0.913075098
117599,0.913023293
106440,0.912912406
125297,0.912865533
139631,0.912414947
128338,0.912143744
130316,0.91167381
123395,0.911643823
120977,0.911550155
125207,0.911438872
142942,0.911355283
126070,0.911315157
116300,0.911298802
115506,0.911164436
137342,0.911020861
141052,0.910902373
113129,0.91087498
116140,0.910503776
116426,0.910265973
137487,0.910221348
113548,0.9100847
131678,0.910072224
103431,0.909897136
105730,0.90974187
106330,0.909703118
100342,0.90966111
138066,0.909550081
144480,0.909304332
107730,0.909243401
104316,0.909224885
129986,0.908599841
131101,0.908584363
104818,0.908458882
136008,0.908226095
109895,0.908187071
110598,0.908105274
113818,0.907935078
104124,0.907932924
131058,0.907883419
117689,0.907838114
111633,0.907308276
133992,0.907285981
141872,0.906973139
112425,0.906940963
105690,0.906908178
118244,0.906874133
115921,0.906798482
143574,0.906497745
132309,0.906478978
141934,0.906249611
105653,0.906122041
121229,0.905468386
139735,0.905447928
141831,0.905440738
137772,0.905365107
104181,0.905333709
134308,0.905189481
134273,0.905168502
126559,0.905075388
136204,0.904890584
129443,0.904751949
144349,0.904682703
131894,0.904674936
123988,0.904620238
138834,0.904612355
131585,0.904583889
125536,0.904578182
102154,0.904352391
126990,0.904024861
135861,0.904004387
133790,0.903983986
135476,0.903963987
116392,0.903950566
108398,0.903676164
128249,0.903616162
108864,0.903488242
130309,0.90339179
103182,0.903338445
120366,0.903054723
124092,0.903041373
112029,0.903028212
129542,0.902633829
112464,0.902605939
108538,0.902186106
100851,0.902171288
111613,0.902147355
123110,0.901925977
103041,0.901920277
104239,0.901830674
116439,0.901765284
127417,0.901676961
113471,0.901594946
120730,0.901437478
133912,0.901420811
138991,0.901396002
118491,0.901391652
143099,0.901252052
116948,0.901233758
112892,0.900888347
135708,0.9006685
117010,0.900447549
110525,0.900444332
115434,0.900360051
124819,0.90030699
124530,0.900196038
140260,0.900188214
104919,0.900177032
110735,0.900175461
104758,0.900104412
134028,0.899492809
104385,0.899237167
121613,0.899160948
126306,0.899005158
113465,0.898984124
117518,0.898978698
138159,0.898914758
142792,0.898694244
142599,0.898293339
100712,0.898236422
109374,0.898182711
130647,0.898020433
133108,0.897723066
109014,0.897456172
119764,0.897092796
107203,0.897012294
125600,0.896877157
134909,0.896864757
130561,0.896596804
103662,0.896585824
133995,0.896579204
109252,0.896482001
114585,0.896452626
112574,0.896403714
121961,0.896281385
142382,0.89592656
134827,0.895837363
129763,0.895807322
121882,0.895776819
139745,0.895625317
132033,0.8953168
101652,0.895215143
125663,0.894979701
127357,0.894972864
142813,0.894781761
130101,0.894477399
128453,0.894150354
134319,0.894088939
144236,0.89405
121451,0.893998441
127614,0.893933784
101051,0.893848616
113311,0.893413272
132118,0.893241401
119820,0.893121348
119450,0.892945181
126389,0.892885695
109888,0.892815326
107209,0.892662883
133354,0.892583962
108324,0.892414585
109074,0.892400337
121433,0.89231877
114338,0.891973461
139573,0.891891901
127897,0.891855178
128927,0.89183332
119166,0.891523704
116376,0.891484348
126100,0.891467297
123272,0.891236344
132914,0.891142177
121035,0.890951343
136925,0.890946762
132698,0.89090404
112987,0.890679999
128076,0.89050703
125286,0.890444962
121628,0.890366202
114173,0.890358506
140976,0.890317813
106272,0.890030063
112893,0.889721639
122975,0.889634597
142263,0.889147667
122843,0.889124952
103485,0.888894278
131839,0.888885173
116320,0.888548819
108893,0.888329996
132405,0.888149684
114071,0.888140004
106740,0.887906564
105494,0.887901291
142724,0.88769654
143198,0.887614444
141920,0.887459382
118786,0.887423767
109068,0.886980141
121586,0.886719657
123925,0.886570867
112869,0.886455503
111768,0.886301027
106236,0.886114829
100709,0.88609605
133407,0.886072995
138949,0.88606065
114107,0.885703319
140715,0.885697186
127819,0.885457527
135216,0.885426729
130966,0.885223871
103456,0.885126503
114742,0.884898905
142322,0.884887258
100027,0.884727269
117241,0.884635447
124281,0.88448569
106599,0.884413825
127705,0.884022488
100194,0.884000574
135698,0.883858598
111424,0.883718421
112652,0.88363208
104540,0.883599564
134680,0.883588541
115786,0.883465523
121028,0.883457038
106359,0.883391794
124167,0.883382711
137038,0.883213496
109848,0.882782183
122221,0.882754118
127294,0.882706468
115770,0.882508979
108765,0.88246862
122931,0.88220172
144559,0.882140641
114076,0.882026429
123372,0.881994448
129305,0.88192335
144481,0.881900456
143800,0.881783479
135473,0.881703366
141958,0.881679554
113908,0.881583103
103698,0.881508931
141261,0.881500721
133071,0.881384908
135067,0.88112032
142405,0.881099032
128408,0.88107031
112847,0.881038661
125066,0.880656553
127728,0.880316638
110505,0.880295135
117566,0.880289338
111966,0.880157677
112722,0.879933024
141164,0.879786565
134986,0.879692132
123302,0.879591417
120247,0.879549176
130339,0.879528236
120578,0.879494265
114594,0.879436625
110761,0.878813838
103245,0.878782842
144411,0.878772118
126506,0.878494054
123736,0.878021951
111605,0.878014565
133267,0.877808744
106352,0.877707053
127080,0.877636922
115147,0.877377597
140978,0.877293841
137581,0.877066473
101081,0.877025853
134935,0.876775383
131958,0.876723176
118012,0.876670921
110321,0.876362421
143064,0.876185596
108116,0.876135692
132057,0.87610397
102241,0.876023911
141216,0.875987212
128866,0.8759107
100488,0.875764708
119653,0.875517039
104843,0.875444739
110155,0.87505123
101260,0.875004216
130268,0.874617745
103035,0.874544135
139644,0.874432646
134044,0.874234676
103463,0.87416851
136370,0.873728305
116316,0.873681418
130822,0.873660343
116818,0.873647658
132848,0.873520913
131417,0.873158425
107703,0.873132122
116237,0.873029406
116926,0.872992357
109735,0.872806465
110902,0.872718991
128296,0.872462864
108644,0.87243836
142002,0.872431796
105282,0.872296286
107237,0.872243105
100454,0.8720947
101704,0.871905169
134386,0.871696328
143865,0.871505054
137812,0.871220751
129078,0.870923455
102742,0.87084407
119290,0.870776143
105470,0.870381613
122177,0.870006589
106507,0.869919213
105530,0.869527834
126251,0.869489526
133215,0.869389816
115598,0.869371558
130245,0.869244635
136550,0.869158679
121654,0.869038108
128026,0.868960468
102763,0.868837224
144482,0.868735963
131792,0.868608819
106314,0.86845856
134929,0.868384497
136493,0.868254214
124678,0.868242176
117126,0.86789684
133496,0.867818449
111953,0.867037373
104689,0.867008847
126359,0.866730615
123739,0.866399014
125321,0.866369003
130686,0.866352873
132841,0.866138288
107572,0.865966664
116896,0.865889493
136680,0.865505402
108811,0.864794925
137256,0.86476261
109925,0.864756003
120067,0.864482413
116625,0.864352743
133383,0.864222857
136969,0.864202333
143546,0.86419376
120731,0.863655875
133613,0.863602976
129421,0.863418085
111474,0.863395414
120682,0.863362594
143465,0.863294219
107430,0.863023936
115655,0.863020431
130213,0.862888434
130741,0.862614495
108293,0.862562714
125147,0.862348211
142884,0.86233516
121908,0.862065237
104840,0.862018634
105491,0.86193812
141076,0.861518943
132680,0.86142701
118470,0.861393946
121963,0.861341948
112073,0.861340707
109944,0.861306046
135999,0.861260681
123021,0.860770853
102784,0.860537752
144087,0.860194278
124400,0.860150378
103274,0.859997636
127628,0.859994947
106772,0.85993816
136395,0.859908326
100423,0.859755056
109993,0.859685232
117663,0.859652758
108244,0.859642499
111848,0.85961117
143056,0.859594251
134001,0.859498484
107041,0.859398269
120123,0.858986918
113063,0.858874693
138613,0.858598733
138002,0.858489058
122847,0.858280496
100649,0.858225443
130872,0.85796071
125255,0.857812965
110522,0.8575438
100079,0.857506266
113959,0.857294798
126583,0.857042373
121206,0.856690364
144533,0.856586022
134927,0.856309218
141840,0.856237558
121919,0.856058498
142574,0.855673514
113425,0.855511418
130015,0.855467156
135934,0.855395229
131850,0.855203207
103618,0.8551342
110887,0.855098977
102857,0.854977219
117613,0.85485343
129617,0.85483951
102615,0.854721895
130283,0.854496376
125394,0.854475564
100249,0.854384423
119248,0.854375869
112923,0.854246297
126419,0.853750705
120166,0.853725117
103471,0.853645834
142959,0.853572053
104490,0.853046988
105184,0.85298315
107065,0.852980507
126592,0.852949838
117557,0.852592134
118686,0.852563289
138747,0.851615703
109648,0.850892056
131075,0.850701819
130609,0.850531254
101361,0.850404306
139070,0.850362218
118831,0.850126069
111881,0.849924742
105034,0.849787901
120179,0.849780698
142906,0.849599929
131396,0.849555069
101624,0.849485459
140314,0.849439324
124214,0.849124856
133358,0.848853701
144085,0.848782434
104325,0.848493289
113434,0.848451623
103126,0.848347786
122331,0.848307287
127858,0.847902583
102947,0.847685156
138755,0.847616503
127580,0.847249989
124910,0.847125727
104958,0.846995436
109709,0.846843742
118543,0.846759503
135573,0.846745334
110061,0.846699375
105044,0.846173331
143092,0.846113506
132369,0.84595086
123438,0.845733163
138659,0.845470189
127683,0.845404172
120756,0.84528838
130083,0.844900723
125487,0.844830442
120203,0.844750193
105529,0.844074959
101088,0.843738827
140676,0.843544846
140729,0.843533935
112322,0.843520222
126063,0.843421953
101919,0.843368669
141492,0.843234941
121300,0.843141595
110408,0.843097897
142408,0.843086025
125765,0.84231047
106081,0.842286096
107070,0.842258456
144264,0.841453044
112428,0.841163168
104534,0.840985813
116420,0.840936847
125596,0.840889886
132951,0.840855779
124171,0.840802594
114632,0.840779644
130562,0.840633126
133195,0.840624545
110210,0.840382194
131180,0.840304917
122343,0.840204626
133247,0.840053814
112411,0.840007783
118816,0.839996383
109553,0.839503539
101403,0.839474656
133946,0.839250226
101801,0.839239826
107213,0.838754806
106131,0.838738839
143915,0.838610572
128051,0.838430775
136531,0.838225262
135089,0.838188488
101438,0.838079502
116317,0.83786739
126899,0.837814939
114447,0.837298373
107032,0.837273048
117322,0.83691043
129165,0.836619853
118654,0.836321397
136574,0.835223789
141736,0.834932259
110394,0.834490875
130607,0.834463603
108627,0.834386167
132285,0.833735496
139709,0.833733544
114149,0.833109325
118310,0.832964733
144133,0.83279481
114362,0.832705019
110504,0.832217547
121720,0.831998379
142609,0.831717108
102806,0.831663329
124509,0.831633126
124445,0.831562328
137248,0.831496304
108506,0.831479287
134563,0.831434451
122231,0.831325901
100335,0.831129728
135151,0.831108945
119868,0.831085802
141896,0.830705534
132235,0.830640734
142674,0.830619363
112415,0.830594015
117853,0.830529377
125800,0.830518595
132209,0.830410106
143683,0.830378989
124772,0.830326609
107871,0.829958625
108452,0.829848596
116417,0.829751673
137548,0.829463381
103683,0.829338937
135186,0.829328238
119454,0.829200037
106493,0.828887124
144144,0.828843486
103501,0.828676611
100103,0.828587157
143189,0.828471759
129585,0.828367144
132083,0.828056914
138710,0.827836844
122985,0.827672205
104777,0.827456544
140328,0.827232808
138555,0.82694232
110708,0.826886352
109410,0.826868516
135886,0.826688361
134863,0.826547218
126546,0.826494912
131602,0.826017222
112522,0.825964549
138524,0.825863243
108587,0.825837533
111810,0.825549913
136848,0.825338155
130805,0.825011402
134083,0.824997533
136491,0.824994678
141808,0.824864846
114366,0.824834706
119224,0.82479789
115747,0.824744802
140682,0.824499414
109777,0.824479885
144292,0.824473818
123079,0.824375721
113449,0.823624458
107492,0.823390647
124136,0.823363921
142853,0.823323719
135805,0.82297478
118624,0.822608891
123711,0.822461918
138025,0.822450356
111362,0.822284212
123938,0.822133203
138625,0.821690615
124479,0.821587697
135637,0.821450445
135544,0.821349267
142950,0.821054426
106606,0.82094136
123171,0.82089883
109076,0.820813848
132893,0.820619514
106168,0.820563021
115980,0.820379929
116064,0.820126609
118707,0.820120577
135632,0.820026649
124954,0.819960991
123262,0.81958273
141969,0.819529155
106089,0.81949822
128461,0.819476179
140470,0.819303575
105548,0.819177522
112097,0.819014036
114180,0.818956652
109247,0.818843454
144302,0.818778585
142878,0.818686558
121601,0.818354462
119803,0.818038198
111938,0.817576226
132521,0.817167005
124673,0.8168942
123131,0.816731837
126019,0.816544351
126270,0.816513272
104965,0.816439421
120109,0.816247616
130930,0.815797946
128142,0.815661049
114900,0.815361779
143044,0.815023521
135026,0.814937998
142646,0.81477229
136388,0.814573888
120422,0.813699063
133954,0.813572734
142636,0.813470939
108485,0.813414467
118500,0.813365654
111876,0.813242601
121401,0.812808239
113371,0.812800482
144339,0.812673527
141711,0.812639317
110345,0.812307215
127062,0.811829384
114016,0.811763513
119130,0.811689286
143279,0.811641859
140455,0.811632387
142080,0.811600785
142472,0.811269816
134740,0.811221911
140386,0.810913255
132330,0.810797479
120530,0.81060603
124559,0.810073245
130941,0.808872541
140712,0.808668899
120237,0.808661215
107352,0.808630283
143783,0.808007612
100061,0.807960604
123380,0.807899691
115779,0.807811242
111456,0.807725243
126585,0.807049132
109896,0.80704569
123132,0.807006256
122424,0.806900141
135725,0.806752006
144210,0.806539352
119631,0.805550283
126453,0.805131891
122257,0.805082624
125811,0.804771747
132292,0.804724249
134091,0.804342226
127252,0.804251564
115195,0.804014886
107612,0.803407865
133213,0.803330681
110955,0.803257996
127944,0.803107733
102729,0.802701533
126784,0.802608783
131994,0.802268345
101019,0.80169928
119351,0.801575032
132975,0.801307565
136150,0.801092267
121076,0.801051249
117609,0.800913864
130350,0.800796691
102608,0.800468412
127802,0.800338122
101779,0.800337647
123705,0.800155771
115492,0.800145692
114927,0.800070383
132634,0.800036705
122557,0.799727928
130371,0.799613766
100166,0.799586023
136450,0.799425018
134871,0.799273896
120445,0.798936382
104870,0.798802407
127501,0.798713319
109110,0.798304951
108315,0.798283685
139234,0.798139852
141662,0.79805526
105761,0.797952156
134911,0.797229912
141031,0.797019924
116579,0.796930512
112335,0.796577886
121087,0.796567509
129355,0.796125896
143888,0.796112591
134290,0.795954214
137838,0.795864934
129143,0.795716204
105104,0.795299126
132484,0.795132815
132604,0.79473185
140503,0.793932793
102750,0.79385703
144111,0.793506761
128799,0.793402982
102883,0.793058887
101002,0.793028472
131970,0.792921301
121393,0.792071879
139518,0.791988557
139047,0.79164125
116542,0.791529993
117772,0.791420962
104649,0.791349831
122161,0.790994129
123075,0.790929223
102746,0.790866704
